등록번호,서명,저자,발행자,청구기호,ISBN
BN0000020687,당신의 장은 안녕하신가요? : 장내 환경을 개선하는 최고의 습관 ,마쓰이케 쓰네오 지음 ; 오세웅 옮김,북드림,513.35-마쓰이당,9791191509366 
BN0000020684,당신의 노화시계가 천천히 가면 좋겠습니다 ,"안중호 , 최창민 , 이은재 , 정석훈 [외]지음",클라우드나인,511.168-안중호당,9791192966410 
BN0000020681,"당신은 개를 키우면 안 된다 : 혼내지 않아도, 혼나지 않아도 되는 반려견 교육의 모든 것 ",강형욱 지음,혜다,527.41-강형욱당,9791196219383 
BN0000020679,당신 고양이 장수해요 : 모든 집사를 위한 주인님 체질별 맞춤 홈케어 ,야마우치 아키코 지음 ; 최미혜 옮김,이덴슬리벨,527.47-야마우당,9791191937473 
BN0000020678,당신 개는 살쪘어요! : 반려동물 기르기의 윤리학 ,제시카 피어스 지음 ; 조은경 옮김,황소걸음,527.386-피어스당,9791186821367 
BN0000020672,담배 쉽게 끊는 법 : 흡연 욕구를 1분 안에 가라앉히는 노하우 ,윤병무 지음,국수,334.73-윤병무담,9791190499620 
BN0000020668,단밍이네 어린 정원 : 자연을 품은 부부의 풍요로운 가드닝 이야기 ,"고현경 , 이재호 지음",티나,525.92-고현경단,9791188417599 
BN0000020665,(닥터 조홍근의)당뇨병 거뜬히 이겨내기 : 올바른 지식이야말로 당뇨병을 예방하고 이겨내는 첫걸음입니다. ,조홍근 지음,서울의학서적,513.46-조홍근당,9791187313373 
BN0000020660,다이어트 불변의 법칙 : 왜 야생동물은 병과 비만이 없는가? ,하비 다이아몬드 지음 ; 강신원 옮김,사이몬북스,512.54-다이아다,9791187330219 
BN0000020658,다미주 이론 : 트라우마를 치유하는 애착과 소통의 신경생물학 ,스티븐 W. 포지스 지음 ; 노경선 옮김,위즈덤하우스,511.18-포지스다,9791190786584 
BN0000020657,다니엘스의 러닝 포뮬러 : 전 세계 러너들의 바이블 ,잭 다니엘스 지음 ; 주용태 옮김,인간희극,694.3-다니엘다,9788993784817 
BN0000020649,"뉴럴 링크 : 21세기를 이끄는 거대한 연결, 뇌-컴퓨터 인터페이스 ",임창환 지음,동아시아,511.181-임창환뉴,9788962625936 
BN0000020648,눔 마인드 셋 : 심리학과 작은 목표로 건강 습관을 바꾼다 ,Noom 지음 ; 홍석윤 옮김,시프,"517.3-눔,눔",9791192421353 
BN0000020645,"누리호, 우주로 가는 길을 열다 : 대한민국 우주산업의 7대 우주강국 진입기 ",오승협 지음,알에이치코리아,558-오승협누,9788925576916 
BN0000020635,노화의 역행 : 노화를 거스르는 최신 노화과학 활용법 ,베스 베넷 지음 ; 성세희 옮김,레몬한스푼,"511.168-베넷,노",9791197781186 
BN0000020612,(생리학자 나흥식 교수와 함께하는)내 몸이 궁금해서 내 맘이 궁금해서 ,나흥식 지음,이와우,511.1-나흥식내,9788998933449 
BN0000020241,모두의 카레 ,나카가와 히데코 지음 ; 김정인 사진,맛있는책방,594.5-모두의맛-v.4,9791196978778 
BN0000020240,모두의 해초 ,김도연 지음,맛있는책방,594.5-모두의맛-v.3,9791196978761 
BN0000020238,모두의 고수 ,박누리 지음,맛있는책방,594.5-모두의맛-v.1,9791196978723 
BN0000020236,(집밥이 더 맛있어지는)명랑쌤 비법 국물요리 ,"이혜원 지음 ; 박동민 , 박형민 사진",레피시팩토리,594.5-이혜원명2,9791185473673 
BN0000020229,(매일 만들어 먹고 싶은)비건·한식 ,정재덕 지음 ; 이보영 사진,레시피팩토리,594.677-정재덕비,9791192366166 
BN0000020224,(초등학생의)꾸물거림에 대하여 : 양육의 지혜 실전편 ,"최은정 , 김경미 , 서유지 , 정은진 지음 ; Sanny Kim 일러스트",리얼러닝,598.124-최은정꾸,9791197150869 
BN0000020223,(레꼴케이쿠)컵케이크＆머핀 북 ,김다은 지음,더테이블,594.71-김다은컵,9791192855042 
BN0000020222,(레꼴케이쿠)플랑＆파이 북 ,김다은 지음,더테이블,594.71-김다은플,9791197988769 
BN0000020216,(두근두근 자수 레슨)사랑스러운 생활 자수 스티치 500 ,애플민트 지음 ; 김수정 옮김,참돌,636.5-애플민사,9788998317812 
BN0000020212,"(청소년에게 전하는)기후위기와 신냉전 이야기 : 우리가 지켜야 할 지구, 우리가 만들어가야 할 평화 ",정욱식 지음 ; 김상민 그림,갈마바람,539.9-정욱식기,9791191128055 
BN0000020211,(인권으로 살펴본)기후 위기 이야기 ,"최우리 , 조천호 , 한재각 , 김해동 , 지현영 , 김현우 지음",철수와영희,539.9-최우리기,9791188215867 
BN0000020210,보이지 않는 침입자들의 세계 : 나를 죽이는 바이러스와 우리를 지키는 면역의 과학 ,신의철 지음,21세기북스,513.97-신의철보,9788950994716 
BN0000020209,날마다 꽃 한 송이 : 매일 꽃을 보는 기쁨 ,미란다 자낫카 지음 ; 박원순 옮김,김영사,525-자낫카날,9788934978404 
BN0000020207,입을수록 편안한 루즈핏 원피스 ,니가무 사치코 지음 ; 남궁가윤 옮김,즐거운상상,592.352-니가무입,9791155362181 
BN0000020206,(대바늘로 즐겁게 만드는)나의 손뜨개 동물 인형 ,루이즈 크라우더 지음 ; 문소영 ; 조수연 옮김,참돌,592.27-크라우나,9791188601424 
BN0000020203,"나의 프랑스식 샐러드 : 채소가 맛있어지는 썰기, 굽기, 데치기 ",이선혜 지음,브레드,594.554-이선혜나,9791190920001 
BN0000020202,나의 못 말리는 하우스메이트 : 도시에서 대형견과 산다는 건 ,김소담 지음 ; 이파람 그림,나무의말,527.41-김소담나,9791158712242 
BN0000020201,밥상의 품격 : 김외련의 평생 레시피 256 ,김외련 지음,나남,594.5-김외련밥,9788930041768 
BN0000020198,(김밀란)리조또 : 이탈리아에서 요리하는 셰프의 정통 리조또 바이블 ,김밀란 지음 ; 안동진 사진,다산라이프,594.54-김밀란리,9791130697390 
BN0000019999,이웃집 식물상담소 : 식물들이 당신에게 건네는 말과 위로 ,신혜우 지음,브라이트,480.4-신혜우이,9791130690827 
BN0000019997,"이명현의 과학책방 : 별처럼 시처럼, 과학을 읽다 ",이명현 지음,사월의책,400-이명현이,9788997186747 
BN0000019994,이과형 두뇌 활용법 : 수학 근육을 만드는 10가지 방법 ,바버라 오클리 지음 ; 김아림 옮김,문학동네,407-오클리이,9788954677547 
BN0000019993,이것이 최초의 블랙홀 사진입니다 : 천문학의 역사와 블랙홀 관측 여정 ,"하이노 팔케 , 외르크 뢰머 지음 ; 김용기 , 정경숙 옮김",에코리브르,"443.887-팔케,이",9788962632460 
BN0000019989,유전자는 혼자 진화하지 않는다 : 인류의 삶을 뒤바꾼 공진화의 힘 ,"피터 J. 리처슨 , 로버트 보이드 지음 ; 김준홍 옮김",을유문화사,476.1-리처슨유,9788932475202 
BN0000019987,유전자 임팩트 : 크리스퍼 혁명과 유전자 편집의 시대 ,케빈 데이비스 지음 ; 제효영 옮김,Bronstein,476.1-데이비유,9791135464324 
BN0000019986,"유인원과의 산책 : 제인 구달, 다이앤 포시, 비루테 갈디카스 ",사이 몽고메리 지음 ; 김홍옥 옮김,돌고래,499.83-몽고메유,9791198009050 
BN0000019985,위험한 숫자들 : 숫자는 어떻게 진실을 왜곡하는가 ,사너 블라우 지음 ; 노태복 옮김,더퀘스트,410.4-블라우위,9791165218935 
BN0000019984,위대한 관찰 : 곤충학자이길 거부했던 자연주의자 장 앙리 파브르의 말과 삶 ,조르주 빅토르 르그로 지음 ; 김숲 옮김,휴머니스트,495.2-르그로위,9791170872429 
BN0000019983,원소의 이름 : 신비한 주기율표 사전 ,피터 워더스 지음 ; 이충호 옮김,윌북,431.14-워더스원,9791155813744 
BN0000019982,원소를 알면 화학이 보인다 : 118종 원소의 화학 이야기 ,윤실 지음,전파과학사,"431.14-윤실,원",9788970442761 
BN0000019980,원소 : 세상을 이해하는 가장 작지만 강력한 이야기 ,필립 볼 지음 ; 고은주 옮김,휴머니스트,"431.14-볼,원",9791160807103 
BN0000019977,"우주의 바다로 간다면 : NASA의 과학자, 우주의 심해에서 외계 생명체를 찾다 ",케빈 피터 핸드 지음 ; 조은영 옮김,해나무,"443.1-핸드,우",9791164051694 
BN0000019976,"우주에서 전합니다, 당신의 동료로부터 : 세계 첫 민간유인 우주미션 비행사의 친밀한 지구 밖 인사이트 ",노구치 소이치 지음 ; 지소연 옮김,알에이치코리아,443.1-노구치우,9788925577012 
BN0000019974,"(우주를 읽는 키워드,)물리상수 이야기 : 4대 물리상수 c, G, e, h로 그려보는 우주 그리고 우리 ",고타니 다로 지음 ; 윤재 옮김,초사흘달,420.1-고타니물,9791197739781 
BN0000019973,우주를 만지다 : 삶이 물리학을 만나는 순간들 ,권재술 지음,특별한서재,429-권재술우,9791188912872 
BN0000019972,"우주로 가는 물리학 : 미시세계에서 암흑물질까지, 우주의 실체를 향한 여정 ",마이클 다인 지음 ; 이한음 옮김,은행나무,"420-다인,우",9791167372413 
BN0000019969,"우주, 상상력 공장 : 우주, 그리고 생명과 문명의 미래 ",권재술 지음,특별한서재,443.1-권재술우,9791167030603 
BN0000019967,(우종학 교수의)블랙홀 강의 ,우종학 지음,김영사,443.887-우종학블,9788934961765 
BN0000019965,우리의 태도가 과학적일 때[큰글자도서] ,이종필 지음,사계절,404-이종필우,9791160947342 
BN0000019964,(우리의 미래를 결정할)과학 4.0 : 인공지능 AI 에서 아르테미스 프로젝트까지 ,박재용 지음,북루덴스,404-박재용과,9791198125613 
BN0000019807,생물학적 풍요 : 성적 다양성과 섹슈얼리티의 과학 ,브루스 배게밀 지음 ; 이성민 옮김,히포크라테스,472-배게밀생,9791198356604 
BN0000019806,생명해류 : 진화의 최전선 갈라파고스에서 발견한 생명의 경이 ,후쿠오카 신이치 지음 ; 아베 유스케 사진 ; 김소연 옮김,은행나무,472-후쿠오생,9791167372079 
BN0000019804,생명의 물리학 : 진화를 빚어내는 물리법칙을 찾아서 ,찰스 S. 코켈 지음 ; 노승영 옮김,열린책들,"472.192-코켈,생",9788932921136 
BN0000019803,생명을 보는 마음 : 생명과학자의 삶에 깃든 생명 이야기 ,김성호 지음,풀빛,470.4-김성호생,9791161727783 
BN0000019800,"생명과학, 신에게 도전하다 : 5개의 시선으로 읽는 유전자가위와 합성생물학 ","김응빈 , 김종우 , 방연상 지음 ; 송기원 엮음",동아시아,470.4-김응빈생,9788962621778 
BN0000019796,새의 감각 : 새가 된다는 것은 어떤 느낌일까? ,팀 버케드 지음 ; 노승영 옮김,에이도스,498-버케드새,9791185415062 
BN0000019794,새로운 창세기 : 사회들의 기원에 대하여 ,에드워드 윌슨 지음 ; 데비 코터 카스파리 그림 ; 김성한 옮김,사이언스북스,"491.38-윌슨,새",9791192107349 
BN0000019790,살아있다는 건 : 내게 살아있음이 무엇인지 가르쳐 준 야생에 대하여 ,김산하 글·그림,갈라파고스,472.5-김산하살,9791187038610 
BN0000019788,사피엔솔로지 : 호모사피엔스가 지구의 지배종이 될 때까지의 거의 모든 역사 ,송준호 지음,흐름,471.2-송준호사,9788965965817 
BN0000019787,사이언티픽 게이머즈 = Scientific gamers : 게임으로 읽는 과학 ,김명호 글·그림,이데아,404-김명호사,9791189143237 
BN0000019786,(사례로 보는)수목진단 이야기 ,"김홍중 , 정유용 글·사진",자연과생태,526.36-김홍중수,9791164500635 
BN0000019785,사라진 중성미자를 찾아서 ,박인규 지음,계단,429.2215-박인규사,9788998243180 
BN0000019784,"사라진 스푼 : 주기율표에 얽힌 광기와 사랑, 그리고 세계사 ",샘 킨 지음 ; 이충호 옮김,해나무,"435-킨,사",9788956055510 
BN0000019783,사과 향은 없다 : 60가지 향기 물질로 풀어본 후각의 비밀 ,최낙언 지음,예문당,511.185-최낙언사,9788970016467 
BN0000019782,"(인류학 박사 진주현의)뼈가 들려준 이야기 : 재밌는 뼈, 이상한 뼈, 오래된 뼈 ",진주현 지음 ; 최환욱 일러스트,푸른숲,471.5-진주현뼈,9791156756217 
BN0000019781,뻔하지만 뻔하지 않은 과학 지식 101 ,조엘 레비 지음 ; 고호관 옮김,동아엠앤비,"400-레비,뻔",9791163631040 
BN0000019780,빛이 매혹이 될 때 : 빛의 물리학은 어떻게 예술과 우리의 세계를 확장시켰나 ,서민아 지음,인플루엔셜,425-서민아빛,9791168340121 
BN0000019779,(빛의 속도로 이해하는)상대성이론 : 이종필의 현대물리학 특강 ,이종필 지음,우리학교,420.12-이종필상,9791187050544 
BN0000019778,(EBS 다큐프라임)빛의 물리학 = Physics of the light ,EBS 다큐프라임〈빛의 물리학〉제작팀 지음,해나무,425-이비에빛,9788956057439 
BN0000019777,빅지니어스 : 천재들의 기상천외한 두뇌 대결 : AI 시대를 대비하는 지구여행자의 필독서 ,김은영 지음,마음의숲,404-김은영빅,9791162851289 
BN0000019775,박 퀘스천 과학사 : 과학의 기원부터 우주 개발까지 ,원정현 지음,날,409-원정현박,9791168102491 
BN0000019773,블루 머신 : 바다는 어떻게 세계를 만들고 생명과 에너지를 지배하는가 ,헬렌 체르스키 지음 ; 김주희 옮김,쌤앤파커스,454-체르스블,9791165349622 
BN0000019771,블랙홀과 우주론 : 우주학당 강의 노트 ,박석재 지음,동아엠앤비,443.1-박석재블,9791163633785 
BN0000019770,브레이킹 바운더리스 : 기후 위기를 극복하기 위한 담대한 과학 ,"요한 록스트룀 , 오웬 가프니 지음 ; 전병옥 옮김",사이언스북스,539.9-록스트브,9791192107141 
BN0000019769,"뷰티풀 사이언스 : 한눈으로 보는 과학의 실체, 그리고 그 아름다움과 경이 ",아이리스 고틀립 지음 ; 김아림 옮김,까치,400-고틀립뷰,9788972916833 
BN0000019767,불완전한 인간 : 결점을 안고 살아가는 인류의 생존과 모험에 관하여 ,마리아 마르티논-토레스 지음 ; 김유경 옮김,현암사,476.01-마르티불,9788932323664 
BN0000019766,불멸의 원자 : 필멸의 물리학자가 좇는 불멸의 꿈 ,이강영 지음,사이언스북스,420-이강영불,9788983717153 
BN0000019762,복잡한 세상을 이기는 수학의 힘 : 수학은 어떻게 삶의 문제를 해결하는가 부자는 수학으로 생각한다 ,류쉐펑 지음 ; 이서연 옮김,미디어숲,410.4-류쉐펑복,9791158741754 
BN0000019761,보통의 우리가 알아야 할 과학 : 세상 돌아가는 걸 알려주는 사회학자의 생존형 과학 특강 ,윤석만 지음,타인의사유,404-윤석만보,9791136247308 
BN0000019759,보이는 수학책 : 머릿속에 그림처럼 펼쳐지는 일상의 모든 수학 원리 ,박만구 지음,추수밭,410-박만구보,9791155402078 
BN0000019757,보따니스트 : 모험하는 식물학자들 ,"마르 장송 , 샤를로트 포브 지음 ; 박태신 옮김",가지,"480.4-장송,보",9791186440711 
BN0000019753,"별 너머에 존재하는 것들 : 우주의 95％, 보이지 않는 어둠에 관한 과학 서사 ",아메데오 발비 지음 ; 김현주 옮김,북인어박스,"440-발비,별",9791197617065 
BN0000019751,"벌의 사생활 : 벌, 꽃, 인간이 만든 경이로운 생명의 드라마 ",소어 핸슨 지음 ; 하윤숙 옮김,에이도스,"495.8-핸슨,벌",9791185415420 
BN0000019750,벌레를 사랑하는 기분 : 발밑의 우주를 들여다보는 한 곤충학자의 이야기 ,정부희 지음,동녘,495.2-정부희벌,9788972970477 
BN0000019749,(과학의 '아버지'들을 추방하고 직접 찾아나선)버자이너 ,레이철 E. 그로스 지음 ; 제효영 옮김,휴머니스트,404-그로스버,9791170871170 
BN0000019748,발칙한 수학책 : 복잡한 계산 없이 그림과 이야기로 수학머리 만드는 법 ,최정담 지음,웨일북,410.4-최정담발,9791190313919 
BN0000019747,반드시 다가올 미래 : 한눈에 이해하는 기후 변화 이야기 ,남성현 지음,포르체,453.9-남성현반,9791192730103 
BN0000019745,(노벨상 수상자의 공동연구자이자 세계적인 생명과학자가 들려주는)바이오 사이언스 2025 ,요시모리 다모쓰 지음 ; 오시연 옮김,이지북,476.1-요시모바,9788957079010 
